Generate posit configurations
"Generate Posit Lookup table for a POSIT<2,0> in CSV format"
#, Binary, Decoded, k, sign, scale, regime, exponent, fraction, value, posit
61,00111101,00111101,-1,0,-3,01-----,11101,~,0.125,8.5x3Dp
62,00111110,00111110,-1,0,-2,01-----,11110,~,0.25,8.5x3Ep
63,00111111,00111111,-1,0,-1,01-----,11111,~,0.5,8.5x3Fp
64,01000000,01000000,0,0,0,10-----,00000,~,1,8.5x40p
65,01000001,01000001,0,0,1,10-----,00001,~,2,8.5x41p
66,01000010,01000010,0,0,2,10-----,00010,~,4,8.5x42p
67,01000011,01000011,0,0,3,10-----,00011,~,8,8.5x43p
68,01000100,01000100,0,0,4,10-----,00100,~,16,8.5x44p
69,01000101,01000101,0,0,5,10-----,00101,~,32,8.5x45p
70,01000110,01000110,0,0,6,10-----,00110,~,64,8.5x46p
71,01000111,01000111,0,0,7,10-----,00111,~,128,8.5x47p
72,01001000,01001000,0,0,8,10-----,01000,~,256,8.5x48p
73,01001001,01001001,0,0,9,10-----,01001,~,512,8.5x49p
74,01001010,01001010,0,0,10,10-----,01010,~,1024,8.5x4Ap
75,01001011,01001011,0,0,11,10-----,01011,~,2048,8.5x4Bp
76,01001100,01001100,0,0,12,10-----,01100,~,4096,8.5x4Cp
77,01001101,01001101,0,0,13,10-----,01101,~,8192,8.5x4Dp
78,01001110,01001110,0,0,14,10-----,01110,~,16384,8.5x4Ep
79,01001111,01001111,0,0,15,10-----,01111,~,32768,8.5x4Fp
80,01010000,01010000,0,0,16,10-----,10000,~,65536,8.5x50p
81,01010001,01010001,0,0,17,10-----,10001,~,131072,8.5x51p
82,01010010,01010010,0,0,18,10-----,10010,~,262144,8.5x52p
83,01010011,01010011,0,0,19,10-----,10011,~,524288,8.5x53p
84,01010100,01010100,0,0,20,10-----,10100,~,1048576,8.5x54p
85,01010101,01010101,0,0,21,10-----,10101,~,2097152,8.5x55p
86,01010110,01010110,0,0,22,10-----,10110,~,4194304,8.5x56p
87,01010111,01010111,0,0,23,10-----,10111,~,8388608,8.5x57p
88,01011000,01011000,0,0,24,10-----,11000,~,16777216,8.5x58p
89,01011001,01011001,0,0,25,10-----,11001,~,33554432,8.5x59p
90,01011010,01011010,0,0,26,10-----,11010,~,67108864,8.5x5Ap
91,01011011,01011011,0,0,27,10-----,11011,~,134217728,8.5x5Bp
92,01011100,01011100,0,0,28,10-----,11100,~,268435456,8.5x5Cp
93,01011101,01011101,0,0,29,10-----,11101,~,536870912,8.5x5Dp
94,01011110,01011110,0,0,30,10-----,11110,~,1073741824,8.5x5Ep
95,01011111,01011111,0,0,31,10-----,11111,~,2147483648,8.5x5Fp
96,01100000,01100000,1,0,32,110----,0000-,~,4294967296,8.5x60p
97,01100001,01100001,1,0,34,110----,0001-,~,17179869184,8.5x61p
98,01100010,01100010,1,0,36,110----,0010-,~,68719476736,8.5x62p
99,01100011,01100011,1,0,38,110----,0011-,~,274877906944,8.5x63p
100,01100100,01100100,1,0,40,110----,0100-,~,1099511627776,8.5x64p
101,01100101,01100101,1,0,42,110----,0101-,~,4398046511104,8.5x65p
102,01100110,01100110,1,0,44,110----,0110-,~,17592186044416,8.5x66p
103,01100111,01100111,1,0,46,110----,0111-,~,70368744177664,8.5x67p
104,01101000,01101000,1,0,48,110----,1000-,~,281474976710656,8.5x68p
105,01101001,01101001,1,0,50,110----,1001-,~,1125899906842624,8.5x69p
106,01101010,01101010,1,0,52,110----,1010-,~,4503599627370496,8.5x6Ap
107,01101011,01101011,1,0,54,110----,1011-,~,18014398509481984,8.5x6Bp
108,01101100,01101100,1,0,56,110----,1100-,~,72057594037927936,8.5x6Cp
109,01101101,01101101,1,0,58,110----,1101-,~,288230376151711744,8.5x6Dp
110,01101110,01101110,1,0,60,110----,1110-,~,1152921504606846976,8.5x6Ep
111,01101111,01101111,1,0,62,110----,1111-,~,4611686018427387904,8.5x6Fp
112,01110000,01110000,2,0,64,1110---,000--,~,18446744073709551616,8.5x70p
113,01110001,01110001,2,0,68,1110---,001--,~,295147905179352825856,8.5x71p
114,01110010,01110010,2,0,72,1110---,010--,~,4722366482869645213696,8.5x72p
115,01110011,01110011,2,0,76,1110---,011--,~,7.555786372591432341914e+22,8.5x73p
116,01110100,01110100,2,0,80,1110---,100--,~,1.208925819614629174706e+24,8.5x74p
117,01110101,01110101,2,0,84,1110---,101--,~,1.93428131138340667953e+25,8.5x75p
118,01110110,01110110,2,0,88,1110---,110--,~,3.094850098213450687248e+26,8.5x76p
119,01110111,01110111,2,0,92,1110---,111--,~,4.951760157141521099596e+27,8.5x77p
120,01111000,01111000,3,0,96,11110--,00---,~,7.922816251426433759354e+28,8.5x78p
121,01111001,01111001,3,0,104,11110--,01---,~,2.028240960365167042395e+31,8.5x79p
122,01111010,01111010,3,0,112,11110--,10---,~,5.19229685853482762853e+33,8.5x7Ap
123,01111011,01111011,3,0,120,11110--,11---,~,1.329227995784915872904e+36,8.5x7Bp
124,01111100,01111100,4,0,128,111110-,0----,~,3.402823669209384634634e+38,8.5x7Cp
125,01111101,01111101,4,0,144,111110-,1----,~,2.230074519853062314154e+43,8.5x7Dp
126,01111110,01111110,5,0,160,1111110,-----,~,1.461501637330902918204e+48,8.5x7Ep
127,01111111,01111111,6,0,192,1111111,-----,~,6.277101735386680763836e+57,8.5x7Fp
128,10000000,10000000,7,1,-192,0000000,-----,~,nar,8.5x80p
129,10000001,11111111,6,1,192,1111111,-----,~,-6.277101735386680763836e+57,8.5x81p
130,10000010,11111110,5,1,160,1111110,-----,~,-1.461501637330902918204e+48,8.5x82p
131,10000011,11111101,4,1,144,111110-,1----,~,-2.230074519853062314154e+43,8.5x83p
132,10000100,11111100,4,1,128,111110-,0----,~,-3.402823669209384634634e+38,8.5x84p
133,10000101,11111011,3,1,120,11110--,11---,~,-1.329227995784915872904e+36,8.5x85p
134,10000110,11111010,3,1,112,11110--,10---,~,-5.19229685853482762853e+33,8.5x86p
135,10000111,11111001,3,1,104,11110--,01---,~,-2.028240960365167042395e+31,8.5x87p
136,10001000,11111000,3,1,96,11110--,00---,~,-7.922816251426433759354e+28,8.5x88p
137,10001001,11110111,2,1,92,1110---,111--,~,-4.951760157141521099596e+27,8.5x89p
138,10001010,11110110,2,1,88,1110---,110--,~,-3.094850098213450687248e+26,8.5x8Ap
139,10001011,11110101,2,1,84,1110---,101--,~,-1.93428131138340667953e+25,8.5x8Bp
140,10001100,11110100,2,1,80,1110---,100--,~,-1.208925819614629174706e+24,8.5x8Cp
141,10001101,11110011,2,1,76,1110---,011--,~,-7.555786372591432341914e+22,8.5x8Dp
142,10001110,11110010,2,1,72,1110---,010--,~,-4722366482869645213696,8.5x8Ep
143,10001111,11110001,2,1,68,1110---,001--,~,-295147905179352825856,8.5x8Fp
144,10010000,11110000,2,1,64,1110---,000--,~,-18446744073709551616,8.5x90p
145,10010001,11101111,1,1,62,110----,1111-,~,-4611686018427387904,8.5x91p
146,10010010,11101110,1,1,60,110----,1110-,~,-1152921504606846976,8.5x92p
147,10010011,11101101,1,1,58,110----,1101-,~,-288230376151711744,8.5x93p
148,10010100,11101100,1,1,56,110----,1100-,~,-72057594037927936,8.5x94p
149,10010101,11101011,1,1,54,110----,1011-,~,-18014398509481984,8.5x95p
150,10010110,11101010,1,1,52,110----,1010-,~,-4503599627370496,8.5x96p
151,10010111,11101001,1,1,50,110----,1001-,~,-1125899906842624,8.5x97p
152,10011000,11101000,1,1,48,110----,1000-,~,-281474976710656,8.5x98p
153,10011001,11100111,1,1,46,110----,0111-,~,-70368744177664,8.5x99p
154,10011010,11100110,1,1,44,110----,0110-,~,-17592186044416,8.5x9Ap
155,10011011,11100101,1,1,42,110----,0101-,~,-4398046511104,8.5x9Bp
156,10011100,11100100,1,1,40,110----,0100-,~,-1099511627776,8.5x9Cp
157,10011101,11100011,1,1,38,110----,0011-,~,-274877906944,8.5x9Dp
158,10011110,11100010,1,1,36,110----,0010-,~,-68719476736,8.5x9Ep
159,10011111,11100001,1,1,34,110----,0001-,~,-17179869184,8.5x9Fp
160,10100000,11100000,1,1,32,110----,0000-,~,-4294967296,8.5xA0p
161,10100001,11011111,0,1,31,10-----,11111,~,-2147483648,8.5xA1p
162,10100010,11011110,0,1,30,10-----,11110,~,-1073741824,8.5xA2p
163,10100011,11011101,0,1,29,10-----,11101,~,-536870912,8.5xA3p
164,10100100,11011100,0,1,28,10-----,11100,~,-268435456,8.5xA4p
165,10100101,11011011,0,1,27,10-----,11011,~,-134217728,8.5xA5p
166,10100110,11011010,0,1,26,10-----,11010,~,-67108864,8.5xA6p
167,10100111,11011001,0,1,25,10-----,11001,~,-33554432,8.5xA7p
168,10101000,11011000,0,1,24,10-----,11000,~,-16777216,8.5xA8p
169,10101001,11010111,0,1,23,10-----,10111,~,-8388608,8.5xA9p
170,10101010,11010110,0,1,22,10-----,10110,~,-4194304,8.5xAAp
171,10101011,11010101,0,1,21,10-----,10101,~,-2097152,8.5xABp
172,10101100,11010100,0,1,20,10-----,10100,~,-1048576,8.5xACp
173,10101101,11010011,0,1,19,10-----,10011,~,-524288,8.5xADp
174,10101110,11010010,0,1,18,10-----,10010,~,-262144,8.5xAEp
175,10101111,11010001,0,1,17,10-----,10001,~,-131072,8.5xAFp
176,10110000,11010000,0,1,16,10-----,10000,~,-65536,8.5xB0p
177,10110001,11001111,0,1,15,10-----,01111,~,-32768,8.5xB1p
178,10110010,11001110,0,1,14,10-----,01110,~,-16384,8.5xB2p
179,10110011,11001101,0,1,13,10-----,01101,~,-8192,8.5xB3p
180,10110100,11001100,0,1,12,10-----,01100,~,-4096,8.5xB4p
181,10110101,11001011,0,1,11,10-----,01011,~,-2048,8.5xB5p
182,10110110,11001010,0,1,10,10-----,01010,~,-1024,8.5xB6p
183,10110111,11001001,0,1,9,10-----,01001,~,-512,8.5xB7p
184,10111000,11001000,0,1,8,10-----,01000,~,-256,8.5xB8p
185,10111001,11000111,0,1,7,10-----,00111,~,-128,8.5xB9p
186,10111010,11000110,0,1,6,10-----,00110,~,-64,8.5xBAp
187,10111011,11000101,0,1,5,10-----,00101,~,-32,8.5xBBp
188,10111100,11000100,0,1,4,10-----,00100,~,-16,8.5xBCp
189,10111101,11000011,0,1,3,10-----,00011,~,-8,8.5xBDp
190,10111110,11000010,0,1,2,10-----,00010,~,-4,8.5xBEp
191,10111111,11000001,0,1,1,10-----,00001,~,-2,8.5xBFp
192,11000000,11000000,0,1,0,10-----,00000,~,-1,8.5xC0p
193,11000001,10111111,-1,1,-1,01-----,11111,~,-0.5,8.5xC1p
194,11000010,10111110,-1,1,-2,01-----,11110,~,-0.25,8.5xC2p
195,11000011,10111101,-1,1,-3,01-----,11101,~,-0.125,8.5xC3p
196,11000100,10111100,-1,1,-4,01-----,11100,~,-0.0625,8.5xC4p
197,11000101,10111011,-1,1,-5,01-----,11011,~,-0.03125,8.5xC5p
198,11000110,10111010,-1,1,-6,01-----,11010,~,-0.015625,8.5xC6p
199,11000111,10111001,-1,1,-7,01-----,11001,~,-0.0078125,8.5xC7p
200,11001000,10111000,-1,1,-8,01-----,11000,~,-0.00390625,8.5xC8p
201,11001001,10110111,-1,1,-9,01-----,10111,~,-0.001953125,8.5xC9p
202,11001010,10110110,-1,1,-10,01-----,10110,~,-0.0009765625,8.5xCAp
203,11001011,10110101,-1,1,-11,01-----,10101,~,-0.00048828125,8.5xCBp
204,11001100,10110100,-1,1,-12,01-----,10100,~,-0.000244140625,8.5xCCp
205,11001101,10110011,-1,1,-13,01-----,10011,~,-0.0001220703125,8.5xCDp
206,11001110,10110010,-1,1,-14,01-----,10010,~,-6.103515625e-05,8.5xCEp
207,11001111,10110001,-1,1,-15,01-----,10001,~,-3.0517578125e-05,8.5xCFp
208,11010000,10110000,-1,1,-16,01-----,10000,~,-1.52587890625e-05,8.5xD0p
209,11010001,10101111,-1,1,-17,01-----,01111,~,-7.62939453125e-06,8.5xD1p
210,11010010,10101110,-1,1,-18,01-----,01110,~,-3.814697265625e-06,8.5xD2p
211,11010011,10101101,-1,1,-19,01-----,01101,~,-1.9073486328125e-06,8.5xD3p
212,11010100,10101100,-1,1,-20,01-----,01100,~,-9.5367431640625e-07,8.5xD4p
213,11010101,10101011,-1,1,-21,01-----,01011,~,-4.76837158203125e-07,8.5xD5p
214,11010110,10101010,-1,1,-22,01-----,01010,~,-2.384185791015625e-07,8.5xD6p
215,11010111,10101001,-1,1,-23,01-----,01001,~,-1.1920928955078125e-07,8.5xD7p
216,11011000,10101000,-1,1,-24,01-----,01000,~,-5.9604644775390625e-08,8.5xD8p
217,11011001,10100111,-1,1,-25,01-----,00111,~,-2.98023223876953125e-08,8.5xD9p
218,11011010,10100110,-1,1,-26,01-----,00110,~,-1.490116119384765625e-08,8.5xDAp
219,11011011,10100101,-1,1,-27,01-----,00101,~,-7.450580596923828125e-09,8.5xDBp
220,11011100,10100100,-1,1,-28,01-----,00100,~,-3.7252902984619140625e-09,8.5xDCp
221,11011101,10100011,-1,1,-29,01-----,00011,~,-1.86264514923095703125e-09,8.5xDDp
222,11011110,10100010,-1,1,-30,01-----,00010,~,-9.31322574615478515625e-10,8.5xDEp
223,11011111,10100001,-1,1,-31,01-----,00001,~,-4.656612873077392578125e-10,8.5xDFp
224,11100000,10100000,-1,1,-32,01-----,00000,~,-2.328306436538696289063e-10,8.5xE0p
225,11100001,10011111,-2,1,-34,001----,1111-,~,-5.820766091346740722656e-11,8.5xE1p
226,11100010,10011110,-2,1,-36,001----,1110-,~,-1.455191522836685180664e-11,8.5xE2p
227,11100011,10011101,-2,1,-38,001----,1101-,~,-3.63797880709171295166e-12,8.5xE3p
228,11100100,10011100,-2,1,-40,001----,1100-,~,-9.09494701772928237915e-13,8.5xE4p
229,11100101,10011011,-2,1,-42,001----,1011-,~,-2.273736754432320594788e-13,8.5xE5p
230,11100110,10011010,-2,1,-44,001----,1010-,~,-5.684341886080801486969e-14,8.5xE6p
231,11100111,10011001,-2,1,-46,001----,1001-,~,-1.421085471520200371742e-14,8.5xE7p
232,11101000,10011000,-2,1,-48,001----,1000-,~,-3.552713678800500929356e-15,8.5xE8p
233,11101001,10010111,-2,1,-50,001----,0111-,~,-8.881784197001252323389e-16,8.5xE9p
234,11101010,10010110,-2,1,-52,001----,0110-,~,-2.220446049250313080847e-16,8.5xEAp
235,11101011,10010101,-2,1,-54,001----,0101-,~,-5.551115123125782702118e-17,8.5xEBp
236,11101100,10010100,-2,1,-56,001----,0100-,~,-1.38777878078144567553e-17,8.5xECp
237,11101101,10010011,-2,1,-58,001----,0011-,~,-3.469446951953614188824e-18,8.5xEDp
238,11101110,10010010,-2,1,-60,001----,0010-,~,-8.67361737988403547206e-19,8.5xEEp
239,11101111,10010001,-2,1,-62,001----,0001-,~,-2.168404344971008868015e-19,8.5xEFp
240,11110000,10010000,-2,1,-64,001----,0000-,~,-5.421010862427522170037e-20,8.5xF0p
241,11110001,10001111,-3,1,-68,0001---,111--,~,-3.388131789017201356273e-21,8.5xF1p
242,11110010,10001110,-3,1,-72,0001---,110--,~,-2.117582368135750847671e-22,8.5xF2p
243,11110011,10001101,-3,1,-76,0001---,101--,~,-1.323488980084844279794e-23,8.5xF3p
244,11110100,10001100,-3,1,-80,0001---,100--,~,-8.271806125530276748714e-25,8.5xF4p
245,11110101,10001011,-3,1,-84,0001---,011--,~,-5.169878828456422967946e-26,8.5xF5p
246,11110110,10001010,-3,1,-88,0001---,010--,~,-3.231174267785264354966e-27,8.5xF6p
247,11110111,10001001,-3,1,-92,0001---,001--,~,-2.019483917365790221854e-28,8.5xF7p
248,11111000,10001000,-3,1,-96,0001---,000--,~,-1.262177448353618888659e-29,8.5xF8p
249,11111001,10000111,-4,1,-104,00001--,11---,~,-4.930380657631323783823e-32,8.5xF9p
250,11111010,10000110,-4,1,-112,00001--,10---,~,-1.925929944387235853056e-34,8.5xFAp
251,11111011,10000101,-4,1,-120,00001--,01---,~,-7.523163845262640051e-37,8.5xFBp
252,11111100,10000100,-4,1,-128,00001--,00---,~,-2.938735877055718769922e-39,8.5xFCp
253,11111101,10000011,-5,1,-144,000001-,1----,~,-4.484155085839414626956e-44,8.5xFDp
254,11111110,10000010,-5,1,-160,000001-,0----,~,-6.84227765783602085412e-49,8.5xFEp
255,11111111,10000001,-6,1,-192,0000001,-----,~,-1.593091911132452277029e-58,8.5xFFp

